pl_name,host_star,pl_ltr,sys_stars,sys_planets,sys_moons,disc_method,disc_year,disc_location,disc_facility,orb_period,pl_radius_e,pl_mass_e,pl_density,pl_insol,pl_temp_k,st_type,st_temp_k,st_radius_s,st_mass_s,st_bright,st_gravity,st_age,st_density,ga_lat,ga_long,distance,habit_code,P_HABZONE,P_TYPE_TEMP,P_TYPE
Kepler-251 d,Kepler-251,d,1,4,0,Transit,2014,Space,Kepler,30.133001,2.77,8.1,2.09,17.48,536.0,,5526.0,0.89,0.95,-0.172,4.49,3.63,0.4031,9.551344,77.90716,924.625,0.0,0.0,Hot,Neptunian
Kepler-251 e,Kepler-251,e,1,4,0,Transit,2014,Space,Kepler,99.64016099999999,2.77,8.1,2.09,3.55,360.0,,5526.0,0.89,0.95,-0.172,4.49,3.63,10.359160000000001,9.551344,77.90716,924.625,0.0,0.0,Hot,Neptunian
Kepler-252 b,Kepler-252,b,1,2,0,Transit,2014,Space,Kepler,6.668391000000001,1.23,2.04,6.02,39.26,587.0,,4208.0,0.55,0.61,-0.7859999999999999,4.72,13.9,7.391539999999999,10.38167,77.95938000000001,379.42400000000004,0.0,0.0,Hot,Terran
Kepler-252 c,Kepler-252,c,1,2,0,Transit,2014,Space,Kepler,10.848463,2.15,5.27,2.91,20.51,499.0,M0 V,4208.0,0.55,0.61,-0.7859999999999999,4.72,13.9,3.83419,10.38167,77.95938000000001,379.42400000000004,0.0,0.0,Hot,Superterran
Kepler-253 b,Kepler-253,b,1,3,0,Transit,2014,Space,Kepler,3.783986,1.63,3.29,4.17,194.35,949.0,,5208.0,0.79,0.85,-0.387,4.59,0.7,4.4875300000000005,12.89293,77.02003,838.595,0.0,0.0,Hot,Superterran
Kepler-253 c,Kepler-253,c,1,3,0,Transit,2014,Space,Kepler,10.281951,2.65,7.51,2.22,51.27,680.0,,5208.0,0.79,0.85,-0.387,4.59,0.7,2.09147,12.89293,77.02003,838.595,0.0,0.0,Hot,Neptunian
Kepler-253 d,Kepler-253,d,1,3,0,Transit,2014,Space,Kepler,18.119869,3.17,10.2,1.76,24.08,563.0,,5208.0,0.79,0.85,-0.387,4.59,0.7,2.1057900000000003,12.89293,77.02003,838.595,0.0,0.0,Hot,Neptunian
Kepler-254 b,Kepler-254,b,1,3,0,Transit,2014,Space,Kepler,5.826662000000001,3.87,14.3,1.36,184.34,1013.0,,5957.0,0.91,0.93,-0.125,4.52,0.3,2.19595,15.642779999999998,76.82248,1389.48,0.0,0.0,Hot,Neptunian
Kepler-254 c,Kepler-254,c,1,3,0,Transit,2014,Space,Kepler,12.412183,2.15,3.2,1.77,67.22,787.0,,5957.0,0.91,0.93,-0.125,4.52,0.3,2.14038,15.642779999999998,76.82248,1389.48,0.0,0.0,Hot,Superterran
Kepler-254 d,Kepler-254,d,1,3,0,Transit,2014,Space,Kepler,18.746477,2.5,6.8,2.39,38.84,686.0,,5957.0,0.91,0.93,-0.125,4.52,0.3,2.11735,15.642779999999998,76.82248,1389.48,0.0,0.0,Hot,Superterran
Kepler-255 b,Kepler-255,b,1,3,0,Transit,2014,Space,Kepler,5.714606,1.55,3.02,4.46,174.4,971.0,,5573.0,0.93,0.87,-0.183,4.52,2.4,2.24666,10.75413,79.40703,1052.53,0.0,0.0,Hot,Superterran
Kepler-255 c,Kepler-255,c,1,3,0,Transit,2014,Space,Kepler,9.946047,2.99,9.22,1.9,83.26,807.0,,5573.0,0.93,0.87,-0.183,4.52,2.4,2.34688,10.75413,79.40703,1052.53,0.0,0.0,Hot,Neptunian
Kepler-255 d,Kepler-255,d,1,3,0,Transit,2016,Space,Kepler,1.04562266,1.32,2.3,5.5,1686.09,1710.0,,5431.0,0.86,0.9,-0.183,4.53,4.37,1.5001799999999998,10.75413,79.40703,1052.53,0.0,0.0,,Terran
Kepler-256 b,Kepler-256,b,1,4,0,Transit,2014,Space,Kepler,1.620493,1.59,3.15,4.31,1225.93,1681.0,,5551.0,1.3,0.97,-0.059000000000000004,4.22,9.55,1.23,12.96406,78.39609,1026.43,0.0,0.0,Hot,Superterran
Kepler-256 c,Kepler-256,c,1,4,0,Transit,2014,Space,Kepler,3.3880199999999996,2.15,5.27,2.91,457.07,1315.0,,5551.0,1.3,0.97,-0.059000000000000004,4.22,9.55,1.1536600000000001,12.96406,78.39609,1026.43,0.0,0.0,Hot,Superterran
Kepler-256 d,Kepler-256,d,1,4,0,Transit,2014,Space,Kepler,5.8391720000000005,2.48,6.71,2.42,221.1,1097.0,,5551.0,1.3,0.97,-0.059000000000000004,4.22,9.55,1.32836,12.96406,78.39609,1026.43,0.0,0.0,Hot,Superterran
Kepler-256 e,Kepler-256,e,1,4,0,Transit,2014,Space,Kepler,10.681572000000001,2.35,6.12,2.59,98.9,897.0,,5551.0,1.3,0.97,-0.059000000000000004,4.22,9.55,1.8792099999999998,12.96406,78.39609,1026.43,0.0,0.0,Hot,Superterran
Kepler-257 b,Kepler-257,b,1,3,0,Transit,2014,Space,Kepler,2.3826669999999996,2.61,7.32,2.26,553.53,1237.0,,5180.0,1.04,0.85,-0.37799999999999995,4.36,14.0,3.03443,10.01238,79.8707,780.2560000000001,0.0,0.0,Hot,Neptunian
Kepler-257 c,Kepler-257,c,1,3,0,Transit,2014,Space,Kepler,6.581484,5.41,25.2,0.875,142.63,881.0,,5180.0,1.04,0.85,-0.37799999999999995,4.36,14.0,1.89825,10.01238,79.8707,780.2560000000001,0.0,0.0,Hot,Neptunian
Kepler-257 d,Kepler-257,d,1,3,0,Transit,2014,Space,Kepler,24.664551,4.95,21.7,0.983,24.53,567.0,,5180.0,1.04,0.85,-0.37799999999999995,4.36,14.0,2.81619,10.01238,79.8707,780.2560000000001,0.0,0.0,Hot,Neptunian
Kepler-258 b,Kepler-258,b,1,2,0,Transit,2014,Space,Kepler,13.197220000000002,4.06,15.5,1.27,27.79,642.0,,4942.0,0.92,0.82,-0.575,4.44,13.7,3.0299,12.255930000000001,79.30468,575.988,0.0,0.0,Hot,Neptunian
Kepler-258 c,Kepler-258,c,1,2,0,Transit,2014,Space,Kepler,33.653079,3.61,12.7,1.48,7.99,470.0,,4942.0,0.92,0.82,-0.575,4.44,13.7,0.6666300000000001,12.255930000000001,79.30468,575.988,0.0,0.0,Hot,Neptunian
Kepler-259 b,Kepler-259,b,1,2,0,Transit,2014,Space,Kepler,8.115317,2.8,8.25,2.07,113.45,879.0,,5938.0,0.9,0.93,-0.153,4.53,0.4,1.98095,15.92401,77.59985999999999,1002.14,0.0,0.0,Hot,Neptunian
Kepler-259 c,Kepler-259,c,1,2,0,Transit,2014,Space,Kepler,36.924931,2.7,7.75,2.16,15.05,530.0,,5938.0,0.9,0.93,-0.153,4.53,0.4,3.20535,15.92401,77.59985999999999,1002.14,0.0,0.0,Hot,Neptunian
Kepler-26 b,Kepler-26,b,1,4,0,Transit,2011,Space,Kepler,12.28,2.78,5.12,1.26,7.6,431.0,M0 V,3914.0,0.51,0.54,-1.06,4.68,2.95,5.98262,17.99288,76.68003,335.30699999999996,0.0,0.0,Hot,Neptunian
Kepler-26 c,Kepler-26,c,1,4,0,Transit,2011,Space,Kepler,17.2559,2.72,6.2,1.61,4.82,385.0,M0 V,3914.0,0.51,0.54,-1.06,4.68,2.95,5.0871900000000005,17.99288,76.68003,335.30699999999996,0.0,0.0,Hot,Neptunian
Kepler-26 d,Kepler-26,d,1,4,0,Transit,2014,Space,Kepler,3.5439190000000003,1.07,1.24,5.56,31.79,652.0,M0 V,4486.0,0.57,0.62,-1.06,4.73,2.95,4.85351,17.99288,76.68003,335.30699999999996,0.0,0.0,Hot,Terran
Kepler-26 e,Kepler-26,e,1,4,0,Transit,2014,Space,Kepler,46.827915000000004,2.41,6.39,2.51,1.75,276.0,,4486.0,0.57,0.62,-1.06,4.73,2.95,50.491240000000005,17.99288,76.68003,335.30699999999996,0.0,1.0,Warm,Superterran
Kepler-260 b,Kepler-260,b,1,2,0,Transit,2014,Space,Kepler,8.187399000000001,2.01,4.7,3.18,132.13,782.0,,5250.0,0.86,0.92,-0.092,4.49,4.47,2.08567,9.806834,70.78817,627.365,0.0,0.0,Hot,Superterran
Kepler-260 c,Kepler-260,c,1,2,0,Transit,2014,Space,Kepler,76.050178,1.74,3.68,3.84,6.78,372.0,,5250.0,0.86,0.92,-0.092,4.49,4.47,1.8496099999999998,9.806834,70.78817,627.365,0.0,0.0,Hot,Superterran
Kepler-261 b,Kepler-261,b,1,2,0,Transit,2014,Space,Kepler,10.381227,2.18,5.39,2.86,45.78,672.0,,5098.0,0.79,0.88,-0.47100000000000003,4.56,3.98,4.50712,10.02036,70.21845,317.499,0.0,0.0,Hot,Superterran
Kepler-261 c,Kepler-261,c,1,2,0,Transit,2014,Space,Kepler,24.570857999999998,2.0,4.66,3.2,14.51,505.0,,5098.0,0.79,0.88,-0.47100000000000003,4.56,3.98,3.02074,10.02036,70.21845,317.499,0.0,0.0,Hot,Superterran
Kepler-262 b,Kepler-262,b,1,2,0,Transit,2014,Space,Kepler,13.060855,1.36,2.42,5.29,50.17,734.0,,5841.0,0.88,0.99,-0.14,4.54,3.55,1.49784,10.313369999999999,69.66535999999999,613.129,0.0,0.0,Hot,Terran
Kepler-262 c,Kepler-262,c,1,2,0,Transit,2014,Space,Kepler,21.853722,1.64,3.33,4.15,25.26,618.0,,5841.0,0.88,0.99,-0.14,4.54,3.55,5.20256,10.313369999999999,69.66535999999999,613.129,0.0,0.0,Hot,Superterran
Kepler-263 b,Kepler-263,b,1,2,0,Transit,2014,Space,Kepler,16.568087,2.67,7.61,2.2,24.31,548.0,,5265.0,0.79,0.8,-0.456,4.58,7.9,1.9096099999999998,9.221058,70.5835,754.747,0.0,0.0,Hot,Neptunian
Kepler-263 c,Kepler-263,c,1,2,0,Transit,2014,Space,Kepler,47.332772999999996,2.47,6.66,2.43,5.99,386.0,,5265.0,0.79,0.8,-0.456,4.58,7.9,18.4817,9.221058,70.5835,754.747,0.0,0.0,Hot,Superterran
Kepler-264 b,Kepler-264,b,1,2,0,Transit,2014,Space,Kepler,40.806231,3.33,11.1,1.65,79.48,772.0,,6158.0,1.55,1.46,0.6890000000000001,4.15,2.57,0.15947,9.433883999999999,70.25471999999999,942.173,0.0,0.0,Hot,Neptunian
Kepler-264 c,Kepler-264,c,1,2,0,Transit,2014,Space,Kepler,140.10126100000002,2.83,8.4,2.04,15.35,511.0,,6158.0,1.55,1.46,0.6890000000000001,4.15,2.57,0.19495,9.433883999999999,70.25471999999999,942.173,0.0,0.0,Hot,Neptunian
Kepler-265 b,Kepler-265,b,1,4,0,Transit,2014,Space,Kepler,6.846261999999999,1.86,4.12,3.52,220.33,1022.0,,5835.0,1.1,0.98,0.005,4.33,0.28,0.94278,12.211780000000001,73.25053,1280.25,0.0,0.0,Hot,Superterran
Kepler-265 c,Kepler-265,c,1,4,0,Transit,2014,Space,Kepler,17.028937,2.63,7.41,2.24,65.36,755.0,,5835.0,1.1,0.98,0.005,4.33,0.28,1.4926,12.211780000000001,73.25053,1280.25,0.0,0.0,Hot,Neptunian
Kepler-265 d,Kepler-265,d,1,4,0,Transit,2014,Space,Kepler,43.130617,2.49,6.76,2.41,18.94,554.0,,5835.0,1.1,0.98,0.005,4.33,0.28,13.10486,12.211780000000001,73.25053,1280.25,0.0,0.0,Hot,Superterran
Kepler-265 e,Kepler-265,e,1,4,0,Transit,2014,Space,Kepler,67.831024,2.59,7.22,2.28,10.35,476.0,,5835.0,1.1,0.98,0.005,4.33,0.28,1.45165,12.211780000000001,73.25053,1280.25,0.0,0.0,Hot,Neptunian
Kepler-266 b,Kepler-266,b,1,2,0,Transit,2014,Space,Kepler,6.61833,2.48,6.71,2.42,230.4,1066.0,,5885.0,1.03,0.95,0.012,4.45,4.79,1.11507,10.89836,77.24743000000001,1370.79,0.0,0.0,Hot,Superterran
Kepler-266 c,Kepler-266,c,1,2,0,Transit,2014,Space,Kepler,107.723601,3.89,14.4,1.34,5.59,421.0,,5885.0,1.03,0.95,0.012,4.45,4.79,1.78397,10.89836,77.24743000000001,1370.79,0.0,0.0,Hot,Neptunian
Kepler-267 b,Kepler-267,b,1,3,0,Transit,2014,Space,Kepler,3.353728,1.98,37.9,26.8,45.84,615.0,M1 V,4258.0,0.56,0.54,-1.229,4.73,3.31,4.6927900000000005,9.073160000000001,81.73758000000001,264.993,0.0,0.0,Hot,Superterran
Kepler-267 c,Kepler-267,c,1,3,0,Transit,2014,Space,Kepler,6.87745,2.13,5.18,2.95,17.58,484.0,,4258.0,0.56,0.54,-1.229,4.73,3.31,4.6927900000000005,9.073160000000001,81.73758000000001,264.993,0.0,0.0,Hot,Superterran
Kepler-267 d,Kepler-267,d,1,3,0,Transit,2014,Space,Kepler,28.464515000000002,2.27,5.77,2.71,2.65,301.0,,4258.0,0.56,0.54,-1.229,4.73,3.31,4.6927900000000005,9.073160000000001,81.73758000000001,264.993,0.0,0.0,Hot,Superterran
