pl_name,host_star,pl_ltr,sys_stars,sys_planets,sys_moons,disc_method,disc_year,disc_location,disc_facility,orb_period,pl_radius_e,pl_mass_e,pl_density,pl_insol,pl_temp_k,st_type,st_temp_k,st_radius_s,st_mass_s,st_bright,st_gravity,st_age,st_density,ga_lat,ga_long,distance,habit_code,P_HABZONE,P_TYPE_TEMP,P_TYPE
Kepler-461 b,Kepler-461,b,1,1,0,Transit,2016,Space,Kepler,8.31378306,2.58,7.18,2.3,254.91,886.0,,5634.0,0.91,0.98,0.24600000000000002,4.51,2.51,0.6724899999999999,13.20025,78.35622,692.158,0.0,0.0,Hot,Neptunian
Kepler-462 b,Kepler-462,b,1,1,0,Transit,2016,Space,Kepler,84.68798079999999,3.77,13.7,1.4,31.27,611.0,,7070.0,2.04,1.59,0.9259999999999999,4.02,1.45,0.74607,7.373475,78.82866,596.625,0.0,0.0,Hot,Neptunian
Kepler-463 b,Kepler-463,b,1,1,0,Transit,2016,Space,Kepler,8.98101683,3.05,9.53,1.85,166.04,880.0,,5661.0,0.9,0.87,0.079,4.47,7.41,0.9242,8.448194,79.41214000000001,394.80400000000003,0.0,0.0,Hot,Neptunian
Kepler-464 b,Kepler-464,b,1,1,0,Transit,2016,Space,Kepler,7.25696522,3.3,10.9,1.67,495.0,1163.0,,5933.0,1.59,1.21,0.484,4.11,4.9,0.31209000000000003,12.87627,81.74115,667.6039999999999,0.0,0.0,Hot,Neptunian
Kepler-465 b,Kepler-465,b,1,1,0,Transit,2016,Space,Kepler,9.94067247,2.95,9.01,1.93,227.82,996.0,,6310.0,1.29,1.23,0.33799999999999997,4.31,2.19,1.4944,18.06409,76.08661,553.077,0.0,0.0,Hot,Neptunian
Kepler-466 b,Kepler-466,b,1,2,0,Transit,2016,Space,Kepler,51.07926307,2.85,8.5,2.02,15.17,503.0,,5927.0,1.05,1.04,0.08900000000000001,4.42,3.47,1.7903099999999998,12.177010000000001,81.54715,530.122,0.0,0.0,Hot,Neptunian
Kepler-466 c,Kepler-466,c,1,2,0,Transit,2016,Space,Kepler,3.70921385,1.25,2.1,5.91,500.46,1206.0,,5927.0,1.05,1.04,0.08900000000000001,4.42,3.47,1.7745099999999998,12.177010000000001,81.54715,530.122,0.0,0.0,Hot,Terran
Kepler-467 b,Kepler-467,b,1,1,0,Transit,2016,Space,Kepler,24.99324193,2.25,5.69,2.74,72.75,712.0,,5809.0,1.37,1.05,0.32299999999999995,4.18,8.13,0.44616000000000006,13.30959,69.79624,466.265,0.0,0.0,Hot,Superterran
Kepler-468 b,Kepler-468,b,1,1,0,Transit,2016,Space,Kepler,38.47875707,13.34,,,11.24,484.0,,5498.0,0.87,0.96,-0.28600000000000003,4.54,2.0,3.71454,16.56213,80.43303,442.871,0.0,0.0,Hot,Jovian
Kepler-47 b,Kepler-47,b,2,3,0,Transit,2012,Space,Kepler,49.4643,3.05,2.07,0.4,,,,5636.0,0.94,0.96,-0.076,4.49,,1.65,11.66116,80.00714,1025.02,0.0,0.0,,Neptunian
Kepler-47 c,Kepler-47,c,2,3,0,Transit,2012,Space,Kepler,303.22700000000003,4.65,3.17,0.17,,,,5636.0,0.94,0.96,-0.076,4.49,,1.65,11.66116,80.00714,1025.02,0.0,0.0,,Neptunian
Kepler-47 d,Kepler-47,d,2,3,0,Transit,2019,Space,Kepler,187.36599999999999,7.04,19.02,0.3,,,,,0.94,0.96,,,,1.65,11.66116,80.00714,1025.02,0.0,0.0,,Jovian
Kepler-470 b,Kepler-470,b,1,1,0,Transit,2016,Space,Kepler,24.66919569,14.44,35600.0,65.0,41.2,1485.0,,6613.0,1.66,1.4,0.602,4.14,1.86,0.74047,12.265239999999999,83.6682,929.811,0.0,0.0,Hot,Jovian
Kepler-471 b,Kepler-471,b,1,1,0,Transit,2016,Space,Kepler,5.01423457,14.96,37000.0,60.7,1146.88,1308.0,,6733.0,1.8,1.49,0.71,4.1,1.58,0.54081,7.662418,78.28464,1249.41,0.0,0.0,Hot,Jovian
Kepler-472 b,Kepler-472,b,1,1,0,Transit,2016,Space,Kepler,4.17625551,3.22,10.5,1.73,139.24,876.0,,4996.0,0.78,0.85,-0.513,4.59,2.69,0.27531,7.220219,73.60068000000001,306.60200000000003,0.0,0.0,Hot,Neptunian
Kepler-473 b,Kepler-473,b,1,1,0,Transit,2016,Space,Kepler,14.55731705,4.08,15.6,1.26,243.38,879.0,,5816.0,1.34,1.06,0.525,4.21,6.92,0.2851,13.9517,69.83523000000001,905.937,0.0,0.0,Hot,Neptunian
Kepler-474 b,Kepler-474,b,1,1,0,Transit,2016,Space,Kepler,5.66067294,3.06,9.59,1.84,671.06,1115.0,,5785.0,1.08,0.99,0.41700000000000004,4.36,6.76,0.35934,12.158430000000001,76.27253,841.4960000000001,0.0,0.0,Hot,Neptunian
Kepler-475 b,Kepler-475,b,1,1,0,Transit,2016,Space,Kepler,3.10550819,2.49,6.76,2.41,215.46,980.0,,5009.0,0.79,0.86,-0.46399999999999997,4.58,2.69,1.81195,14.16431,71.16463,280.069,0.0,0.0,Hot,Superterran
Kepler-476 b,Kepler-476,b,1,1,0,Transit,2016,Space,Kepler,14.00640607,3.08,9.69,1.82,100.09,807.0,,5837.0,1.09,1.03,0.095,4.38,5.37,0.82614,10.37129,77.29406999999999,813.535,0.0,0.0,Hot,Neptunian
Kepler-477 b,Kepler-477,b,2,1,0,Transit,2016,Space,Kepler,11.11990653,2.07,4.94,3.06,38.71,649.0,,5240.0,0.79,0.87,-0.37200000000000005,4.58,2.09,1.44556,14.3301,73.50626,,0.0,0.0,Hot,Superterran
Kepler-478 b,Kepler-478,b,1,1,0,Transit,2016,Space,Kepler,13.2217576,2.71,7.8,2.15,39.56,640.0,,5210.0,0.8,0.85,-0.371,4.56,4.9,4.04712,13.06537,78.45851,,0.0,0.0,Hot,Neptunian
Kepler-479 b,Kepler-479,b,1,1,0,Transit,2016,Space,Kepler,12.49341307,2.12,5.14,2.96,37.75,649.0,,5247.0,0.81,0.86,-0.409,4.56,4.27,10.01435,10.33489,70.24129,344.901,0.0,0.0,Hot,Superterran
Kepler-48 b,Kepler-48,b,1,4,0,Transit,2012,Space,Kepler,4.7780000000000005,1.88,3.94,3.23,173.12,932.0,,5194.0,0.89,0.88,-0.284,4.49,3.14,1.98,6.338913,76.09004,306.738,0.0,0.0,Hot,Superterran
Kepler-48 c,Kepler-48,c,1,4,0,Transit,2012,Space,Kepler,9.67395,2.71,14.61,4.01,67.59,736.0,,5194.0,0.89,0.88,-0.284,4.49,3.14,1.98,6.338913,76.09004,306.738,0.0,0.0,Hot,Neptunian
Kepler-48 d,Kepler-48,d,1,4,0,Transit,2014,Space,Kepler,42.8961,2.04,7.93,5.08,9.29,448.0,,5194.0,0.89,0.88,-0.284,4.49,3.14,1.98,6.338913,76.09004,306.738,0.0,0.0,Hot,Superterran
Kepler-48 e,Kepler-48,e,1,4,0,Radial Velocity,2014,Ground,W. M. Keck Observatory,982.0,13.4,657.0,1.5,,,,5194.0,0.89,0.88,-0.284,4.49,3.14,1.98,6.338913,76.09004,306.738,0.0,0.0,Cold,Jovian
Kepler-480 b,Kepler-480,b,1,1,0,Transit,2016,Space,Kepler,4.9195838,2.78,8.15,2.08,764.08,1312.0,,6322.0,1.34,1.25,0.478,4.28,2.34,0.52959,13.442129999999999,82.34943,847.508,0.0,0.0,Hot,Neptunian
Kepler-481 b,Kepler-481,b,1,1,0,Transit,2016,Space,Kepler,10.06082567,2.5,6.8,2.39,183.84,899.0,,5802.0,1.09,1.01,0.207,4.36,6.17,0.40512,14.72415,81.14489,813.7239999999999,0.0,0.0,Hot,Superterran
Kepler-482 b,Kepler-482,b,1,1,0,Transit,2016,Space,Kepler,56.35418576,2.36,6.17,2.58,4.44,352.0,,4871.0,0.72,0.75,-0.539,4.6,6.03,9.17614,11.30516,81.56911,313.068,0.0,0.0,Hot,Superterran
Kepler-483 b,Kepler-483,b,1,1,0,Transit,2016,Space,Kepler,30.229104,3.21,10.4,1.73,61.49,755.0,,6346.0,1.47,1.28,0.439,4.21,2.63,0.67513,11.724680000000001,74.21752,860.355,0.0,0.0,Hot,Neptunian
Kepler-484 b,Kepler-484,b,1,1,0,Transit,2016,Space,Kepler,10.04556931,2.28,5.82,2.7,90.63,766.0,,5668.0,0.87,0.96,-0.135,4.54,1.48,2.7568099999999998,18.23388,76.22780999999999,382.13599999999997,0.0,0.0,Hot,Superterran
Kepler-485 b,Kepler-485,b,1,1,0,Transit,2016,Space,Kepler,3.2432597999999997,14.41,35500.0,65.2,622.01,1243.0,,5958.0,1.09,1.07,0.079,4.39,3.72,1.3884299999999998,13.45019,83.15478,1140.95,0.0,0.0,Hot,Jovian
Kepler-486 b,Kepler-486,b,1,1,0,Transit,2016,Space,Kepler,30.36044667,11.0,84.2,0.348,10.42,459.0,,4926.0,0.75,0.79,-0.514,4.6,4.47,1.5165600000000001,18.9686,79.33541,436.25699999999995,0.0,0.0,Hot,Jovian
Kepler-487 b,Kepler-487,b,1,2,0,Transit,2016,Space,Kepler,15.3587684,11.42,,,51.49,662.0,,5444.0,0.88,0.91,-0.17300000000000001,4.51,5.62,1.7836599999999998,8.999144,74.88503,872.3430000000001,0.0,0.0,Hot,Jovian
Kepler-487 c,Kepler-487,c,1,2,0,Transit,2016,Space,Kepler,38.6519976,2.68,7.65,2.18,15.04,487.0,,5444.0,0.88,0.91,-0.17300000000000001,4.51,5.62,1.9665,8.999144,74.88503,872.3430000000001,0.0,0.0,Hot,Neptunian
Kepler-488 b,Kepler-488,b,1,1,0,Transit,2016,Space,Kepler,3.12082923,15.79,39400.0,55.0,778.51,1303.0,,5970.0,1.09,1.07,0.145,4.39,3.47,1.4432,19.85199,77.97013000000001,1145.28,0.0,0.0,Hot,Jovian
Kepler-489 b,Kepler-489,b,1,1,0,Transit,2016,Space,Kepler,17.27629612,7.72,46.1,0.551,20.62,538.0,,5014.0,0.76,0.82,-0.518,4.59,3.31,3.04681,10.65213,70.55198,369.645,0.0,0.0,Hot,Jovian
Kepler-49 b,Kepler-49,b,1,4,0,Transit,2012,Space,Kepler,7.203794500000001,2.72,311.46,3.4,21.48,509.0,M1 V,3974.0,0.53,0.55,-1.131,4.73,2.88,4.13698,10.71389,73.2573,311.222,0.0,0.0,,Jovian
Kepler-49 c,Kepler-49,c,1,4,0,Transit,2012,Space,Kepler,10.912934300000002,2.55,228.83,1.3,12.34,443.0,M1 V,3974.0,0.53,0.55,-1.131,4.73,2.88,0.38433,10.71389,73.2573,311.222,0.0,0.0,,Jovian
Kepler-49 d,Kepler-49,d,1,4,0,Transit,2014,Space,Kepler,2.576549,1.6,3.19,4.28,64.39,717.0,M1 V,4252.0,0.56,0.55,-1.131,4.73,2.88,5.48224,10.71389,73.2573,311.222,0.0,0.0,Hot,Superterran
Kepler-49 e,Kepler-49,e,1,4,0,Transit,2014,Space,Kepler,18.596107999999997,1.56,3.05,4.41,6.06,371.0,,4252.0,0.56,0.55,-1.131,4.73,2.88,13.825579999999999,10.71389,73.2573,311.222,0.0,0.0,Hot,Superterran
Kepler-490 b,Kepler-490,b,1,1,0,Transit,2016,Space,Kepler,3.26869515,11.65,,,1059.52,1597.0,,6045.0,1.12,1.08,0.365,4.37,3.47,0.8755799999999999,11.84257,79.95211,1523.0,0.0,0.0,Hot,Jovian
Kepler-491 b,Kepler-491,b,1,1,0,Transit,2016,Space,Kepler,4.22538451,8.92,59.0,0.457,312.51,1111.0,,5582.0,1.03,1.04,-0.057,4.42,4.47,2.0096700000000003,14.96282,73.21540999999999,630.785,0.0,0.0,Hot,Jovian
Kepler-492 b,Kepler-492,b,1,1,0,Transit,2016,Space,Kepler,11.72012266,9.59,66.7,0.41600000000000004,54.44,660.0,,5527.0,0.91,0.94,-0.299,4.5,4.57,2.65963,9.486394,76.13355,587.91,0.0,0.0,Hot,Jovian
Kepler-493 b,Kepler-493,b,1,1,0,Transit,2016,Space,Kepler,3.00387658,15.13,37500.0,59.5,1414.33,1438.0,,6457.0,1.54,1.36,0.43799999999999994,4.19,2.0,0.9530799999999999,7.867901,72.81379,1745.77,0.0,0.0,Hot,Jovian
Kepler-494 b,Kepler-494,b,1,1,0,Transit,2016,Space,Kepler,8.02511821,7.14,40.4,0.61,79.04,1093.0,,6007.0,1.26,1.1,0.271,4.28,4.79,0.49096000000000006,7.948577,75.98235,750.177,0.0,0.0,Hot,Jovian
Kepler-495 b,Kepler-495,b,1,1,0,Transit,2016,Space,Kepler,3.41303622,5.23,23.8,0.914,310.02,1200.0,,5346.0,0.83,0.86,-0.237,4.55,4.37,1.90183,14.510710000000001,69.75528,658.924,0.0,0.0,Hot,Neptunian
Kepler-496 b,Kepler-496,b,1,1,0,Transit,2016,Space,Kepler,8.30864937,2.32,5.99,2.64,62.93,747.0,,5293.0,0.82,0.86,-0.41600000000000004,4.55,4.57,2.23847,11.445210000000001,73.62566,605.274,0.0,0.0,Hot,Superterran
Kepler-497 b,Kepler-497,b,1,1,0,Transit,2016,Space,Kepler,3.57320367,6.04,30.4,0.758,1129.27,1210.0,,5834.0,1.11,1.09,0.11,4.39,3.55,1.4357600000000001,11.027330000000001,71.20793,1291.98,0.0,0.0,Hot,Jovian
Kepler-498 b,Kepler-498,b,1,1,0,Transit,2016,Space,Kepler,9.61375356,3.03,9.43,1.86,202.78,931.0,,5744.0,0.96,0.98,0.172,4.47,3.89,0.46378,13.703339999999999,76.24341,938.8439999999999,0.0,0.0,Hot,Neptunian
Kepler-499 b,Kepler-499,b,1,1,0,Transit,2016,Space,Kepler,5.63252845,2.17,5.35,2.88,148.46,844.0,,5312.0,0.83,0.87,-0.27899999999999997,4.55,4.57,3.7139300000000004,10.383230000000001,77.23264,556.726,0.0,0.0,Hot,Superterran
Kepler-5 b,Kepler-5,b,1,1,0,Transit,2009,Space,Kepler,3.5484657,15.984000000000002,670.93913,0.4,1822.76,1750.0,,6297.0,1.79,1.37,0.652,3.96,2.88,0.39897,7.7426710000000005,78.86641,899.7769999999999,0.0,0.0,Hot,Jovian
Kepler-50 b,Kepler-50,b,1,2,0,Transit,2012,Space,Kepler,7.812539999999999,1.71,3.57,3.92,494.7,1196.0,,6225.0,1.58,1.24,0.536,4.13,3.8,0.441,17.29267,80.87006,250.11,0.0,0.0,Hot,Superterran
Kepler-50 c,Kepler-50,c,1,2,0,Transit,2012,Space,Kepler,9.37647,2.17,5.35,2.88,388.44,1125.0,,6225.0,1.58,1.24,0.536,4.13,3.8,0.441,17.29267,80.87006,250.11,0.0,0.0,Hot,Superterran
Kepler-500 b,Kepler-500,b,1,1,0,Transit,2016,Space,Kepler,8.508324400000001,2.58,7.18,2.3,193.68,909.0,,5813.0,1.03,1.02,0.11599999999999999,4.42,4.37,1.7906799999999998,9.818574,77.46639,807.48,0.0,0.0,Hot,Neptunian
Kepler-501 b,Kepler-501,b,1,1,0,Transit,2016,Space,Kepler,5.64067757,4.3,17.1,1.18,324.86,1125.0,,5904.0,1.04,1.03,0.21600000000000003,4.42,3.31,2.3125299999999998,7.989277,76.03586,1125.24,0.0,0.0,Hot,Neptunian
Kepler-502 b,Kepler-502,b,1,1,0,Transit,2016,Space,Kepler,4.28686431,4.77,20.4,1.03,859.51,1217.0,,6125.0,1.22,1.15,0.349,4.33,3.09,0.21100000000000002,12.95562,75.85537,1591.04,0.0,0.0,Hot,Neptunian
Kepler-504 b,Kepler-504,b,2,1,0,Transit,2016,Space,Kepler,9.54927542,1.59,3.15,4.31,5.99,374.0,,3519.0,0.33,0.33,-1.577,4.94,4.17,7.93023,17.79395,76.09156999999999,99.0688,0.0,0.0,Hot,Superterran
Kepler-505 b,Kepler-505,b,1,1,0,Transit,2016,Space,Kepler,27.52197994,2.6,7.27,2.27,3.64,314.0,,3931.0,0.53,0.55,-1.079,4.73,3.16,3.26885,14.54701,73.61899,283.41,0.0,0.0,Hot,Neptunian
Kepler-506 b,Kepler-506,b,1,1,0,Transit,2016,Space,Kepler,6.883405499999999,2.73,7.9,2.13,330.55,1080.0,,6236.0,1.19,1.19,0.28800000000000003,4.36,1.74,0.8723799999999999,16.05526,70.90579,228.43900000000002,0.0,0.0,Hot,Neptunian
Kepler-507 b,Kepler-507,b,1,1,0,Transit,2016,Space,Kepler,3.56809693,1.3,2.24,5.6,877.33,1407.0,,6113.0,1.32,1.16,0.326,4.26,3.8,0.64445,12.27716,83.70421999999999,391.644,0.0,0.0,Hot,Terran
Kepler-508 b,Kepler-508,b,1,1,0,Transit,2016,Space,Kepler,25.30889748,1.64,3.33,4.15,60.37,710.0,,6025.0,1.25,1.16,0.289,4.3,3.55,0.9526,9.75597,76.49733,324.618,0.0,0.0,Hot,Superterran
Kepler-509 b,Kepler-509,b,1,1,0,Transit,2016,Space,Kepler,41.74600392,2.49,6.76,2.41,28.48,584.0,,6060.0,1.2,1.1,0.233,4.32,4.27,0.84757,15.843179999999998,79.99861999999999,332.44300000000004,0.0,0.0,Hot,Superterran
Kepler-51 b,Kepler-51,b,1,3,0,Transit,2012,Space,Kepler,45.153999999999996,7.1,2.1,0.03,10.12,543.0,,6018.0,0.94,1.04,-0.142,4.51,0.3,2.16,12.36244,83.11261,783.831,0.0,0.0,Hot,Jovian
Kepler-51 c,Kepler-51,c,1,3,0,Transit,2012,Space,Kepler,85.31200000000001,9.0,4.0,0.03,4.33,439.0,,6018.0,0.94,1.04,-0.142,4.51,0.3,2.16,12.36244,83.11261,783.831,0.0,0.0,Hot,Jovian
Kepler-51 d,Kepler-51,d,1,3,0,Transit,2014,Space,Kepler,130.194,9.7,7.6,0.046,2.47,381.0,,6018.0,0.94,1.04,-0.142,4.51,0.3,2.16,12.36244,83.11261,783.831,0.0,0.0,Hot,Jovian
Kepler-510 b,Kepler-510,b,1,1,0,Transit,2016,Space,Kepler,19.55659418,2.47,6.66,2.43,114.39,797.0,,5746.0,1.41,0.91,0.332,4.09,10.47,0.16971,13.346910000000001,70.44936,386.17699999999996,0.0,0.0,Hot,Superterran
Kepler-511 b,Kepler-511,b,1,1,0,Transit,2016,Space,Kepler,296.637865,6.35,33.1,0.71,4.21,332.0,,5770.0,1.2,1.0,0.498,4.28,7.94,0.64141,19.61422,77.19175,651.999,0.0,0.0,Hot,Jovian
Kepler-512 b,Kepler-512,b,1,1,0,Transit,2016,Space,Kepler,34.43587975,2.69,7.7,2.17,32.33,652.0,,5997.0,1.3,1.17,0.21600000000000003,4.28,3.72,1.54311,10.85322,82.76100000000001,467.375,0.0,0.0,Hot,Neptunian
Kepler-513 b,Kepler-513,b,1,1,0,Transit,2016,Space,Kepler,28.86235584,2.2,5.48,2.83,36.53,623.0,,5849.0,1.06,1.02,0.079,4.39,5.5,1.26216,19.14378,80.17765,468.25800000000004,0.0,0.0,Hot,Superterran
Kepler-514 b,Kepler-514,b,2,1,0,Transit,2016,Space,Kepler,5.65179605,1.72,3.61,3.9,506.41,1248.0,,6106.0,1.44,1.28,0.353,4.23,2.69,0.58348,18.475939999999998,80.62375,455.336,0.0,0.0,Hot,Superterran
Kepler-515 b,Kepler-515,b,2,1,0,Transit,2016,Space,Kepler,19.96371318,1.46,2.73,4.82,47.97,564.0,,5293.0,0.83,0.9,-0.312,4.55,3.39,1.64935,16.67181,83.42371999999999,,0.0,0.0,Hot,Terran
Kepler-516 b,Kepler-516,b,1,1,0,Transit,2016,Space,Kepler,24.85462415,5.74,27.9,0.8109999999999999,174.58,1095.0,,7099.0,2.02,1.62,0.7979999999999999,4.04,1.32,0.18673,7.591922,72.79875,687.0939999999999,0.0,0.0,Hot,Neptunian
Kepler-517 b,Kepler-517,b,2,1,0,Transit,2016,Space,Kepler,60.92832271,2.67,7.61,2.2,10.55,467.0,,5690.0,0.98,0.95,-0.019,4.43,6.31,2.11091,10.10458,74.37638000000001,289.907,0.0,0.0,Hot,Neptunian
Kepler-518 b,Kepler-518,b,1,1,0,Transit,2016,Space,Kepler,8.51203588,2.11,5.1,2.98,133.32,839.0,,5842.0,0.88,0.96,-0.04,4.53,1.35,2.1236099999999998,14.603229999999998,72.27613000000001,337.901,0.0,0.0,Hot,Superterran
Kepler-519 b,Kepler-519,b,2,1,0,Transit,2016,Space,Kepler,24.3078946,2.1,5.06,3.0,19.87,532.0,,5260.0,0.8,0.89,-0.335,4.58,1.91,2.35108,6.4451160000000005,76.53659,246.61,0.0,0.0,Hot,Superterran
Kepler-52 b,Kepler-52,b,1,3,0,Transit,2012,Space,Kepler,7.8773565,2.1,2765.0,,22.72,553.0,M0 V,4075.0,0.52,0.54,-0.996,4.74,3.55,8.09685,18.08719,80.47825999999999,321.54200000000003,0.0,0.0,,Jovian
Kepler-52 c,Kepler-52,c,1,3,0,Transit,2012,Space,Kepler,16.3850021,1.84,3308.41,,8.55,433.0,M0 V,4075.0,0.52,0.54,-0.996,4.74,3.55,5.69801,18.08719,80.47825999999999,321.54200000000003,0.0,0.0,,Jovian
Kepler-52 d,Kepler-52,d,1,3,0,Transit,2014,Space,Kepler,36.445171,1.95,4.46,3.31,2.94,332.0,,4263.0,0.56,0.58,-0.996,4.73,3.55,5.52885,18.08719,80.47825999999999,321.54200000000003,0.0,0.0,Hot,Superterran
Kepler-520 b,Kepler-520,b,1,2,0,Transit,2016,Space,Kepler,19.67416124,1.66,3.39,4.07,59.77,711.0,,6112.0,1.09,1.1,0.175,4.41,2.04,1.83122,10.58194,74.49542,623.901,0.0,0.0,Hot,Superterran
Kepler-520 c,Kepler-520,c,1,2,0,Transit,2016,Space,Kepler,5.21104261,1.07,1.24,5.56,351.69,1107.0,,6112.0,1.09,1.1,0.175,4.41,2.04,1.25197,10.58194,74.49542,623.901,0.0,0.0,Hot,Terran
Kepler-521 b,Kepler-521,b,1,1,0,Transit,2016,Space,Kepler,22.20813214,3.18,10.2,1.74,160.61,803.0,,6406.0,1.46,1.34,0.6709999999999999,4.24,1.78,0.48567,8.090361999999999,78.61725,830.638,0.0,0.0,Hot,Neptunian
Kepler-522 b,Kepler-522,b,1,1,0,Transit,2016,Space,Kepler,38.58422849,6.91,38.2,0.636,63.85,761.0,,6392.0,1.98,1.54,0.655,4.04,1.7,0.32134,14.95974,75.15465,639.239,0.0,0.0,Hot,Jovian
Kepler-523 b,Kepler-523,b,1,1,0,Transit,2016,Space,Kepler,5.83598311,1.96,4.5,3.28,149.13,884.0,,5515.0,0.86,0.93,-0.28,4.54,2.45,2.36312,18.19117,75.41036,253.295,0.0,0.0,Hot,Superterran
Kepler-524 b,Kepler-524,b,1,2,0,Transit,2016,Space,Kepler,7.97419807,1.91,4.31,3.4,434.24,974.0,,6014.0,1.1,1.09,0.439,4.39,3.02,0.45853,11.781989999999999,82.52934,1058.24,0.0,0.0,Hot,Superterran
Kepler-524 c,Kepler-524,c,1,2,0,Transit,2016,Space,Kepler,1.88897906,0.96,0.84,5.22,2959.34,1574.0,,6014.0,1.1,1.09,0.439,4.39,3.02,0.3953,11.781989999999999,82.52934,1058.24,0.0,0.0,Hot,Terran
Kepler-525 b,Kepler-525,b,1,1,0,Transit,2016,Space,Kepler,18.68404933,2.63,7.41,2.24,176.23,832.0,,5573.0,1.15,0.95,0.525,4.29,10.47,0.1601,11.33165,80.6889,992.852,0.0,0.0,Hot,Neptunian
Kepler-526 b,Kepler-526,b,1,1,0,Transit,2016,Space,Kepler,5.45849832,1.99,4.62,3.22,584.35,1099.0,,5894.0,1.14,1.15,0.35100000000000003,4.38,2.14,0.40778000000000003,10.47583,81.20465,666.1460000000001,0.0,0.0,Hot,Superterran
Kepler-527 b,Kepler-527,b,1,1,0,Transit,2016,Space,Kepler,13.28535633,2.84,8.45,2.03,147.05,1157.0,,6388.0,1.45,1.28,0.32299999999999995,4.22,2.4,0.49083999999999994,14.52651,79.1295,750.04,0.0,0.0,Hot,Neptunian
Kepler-528 b,Kepler-528,b,1,1,0,Transit,2016,Space,Kepler,19.78297415,2.08,4.98,3.04,68.97,708.0,,5807.0,1.06,1.01,0.158,4.39,5.5,1.06272,11.810789999999999,80.88054,784.23,0.0,0.0,Hot,Superterran
Kepler-529 b,Kepler-529,b,1,2,0,Transit,2016,Space,Kepler,1.98035766,1.86,4.12,3.52,1808.41,1662.0,,6087.0,1.14,1.07,0.207,4.35,3.98,1.10938,17.85951,78.21115999999999,799.008,0.0,0.0,Hot,Superterran
Kepler-529 c,Kepler-529,c,1,2,0,Transit,2016,Space,Kepler,12.8345022,2.0,4.66,3.2,149.42,891.0,,6087.0,1.14,1.07,0.207,4.35,3.98,0.08653,17.85951,78.21115999999999,799.008,0.0,0.0,Hot,Superterran
Kepler-53 b,Kepler-53,b,1,3,0,Transit,2012,Space,Kepler,18.6489525,2.89,5851.0,,61.0,701.0,,5858.0,0.89,0.98,0.036000000000000004,4.53,0.3,1.97596,11.95054,72.6048,1366.07,0.0,0.0,Hot,Jovian
Kepler-53 c,Kepler-53,c,1,3,0,Transit,2012,Space,Kepler,38.5583038,3.17,5002.43,,23.18,550.0,,5858.0,0.89,0.98,0.036000000000000004,4.53,0.3,0.29825999999999997,11.95054,72.6048,1366.07,0.0,0.0,Hot,Jovian
Kepler-53 d,Kepler-53,d,1,3,0,Transit,2014,Space,Kepler,9.751961999999999,2.12,5.14,2.96,144.85,870.0,,6085.0,0.96,0.98,0.036000000000000004,4.5,0.3,0.044000000000000004,11.95054,72.6048,1366.07,0.0,0.0,Hot,Superterran
Kepler-530 b,Kepler-530,b,2,1,0,Transit,2016,Space,Kepler,39.30941904,3.01,9.32,1.88,14.24,488.0,,5697.0,0.89,0.97,-0.132,4.53,1.78,1.8866,19.68364,78.26080999999999,457.709,0.0,0.0,Hot,Neptunian
Kepler-531 b,Kepler-531,b,1,1,0,Transit,2016,Space,Kepler,29.88485741,2.78,8.15,2.08,10.01,453.0,,4893.0,0.75,0.78,-0.552,4.58,7.76,2.37735,17.75301,79.15835,252.762,0.0,0.0,Hot,Neptunian
Kepler-532 b,Kepler-532,b,1,1,0,Transit,2016,Space,Kepler,12.92491623,2.57,7.13,2.31,34.09,620.0,,5192.0,0.79,0.87,-0.45799999999999996,4.58,2.0,2.50395,10.47606,82.61413,312.798,0.0,0.0,Hot,Neptunian
Kepler-533 b,Kepler-533,b,1,1,0,Transit,2016,Space,Kepler,28.51120525,3.38,11.4,1.62,8.77,423.0,,4758.0,0.72,0.78,-0.62,4.61,3.24,1.02209,13.483429999999998,81.25191,302.955,0.0,0.0,Hot,Neptunian
Kepler-534 b,Kepler-534,b,1,1,0,Transit,2016,Space,Kepler,15.95994513,2.24,5.65,2.76,63.95,721.0,,5884.0,0.98,1.05,0.147,4.48,1.58,1.7083,12.21261,82.73353,570.659,0.0,0.0,Hot,Superterran
Kepler-535 b,Kepler-535,b,1,1,0,Transit,2016,Space,Kepler,4.90332155,2.36,6.17,2.58,601.89,1247.0,,6123.0,1.27,1.18,0.341,4.3,3.24,0.61988,12.20042,82.92063,685.5989999999999,0.0,0.0,Hot,Superterran
Kepler-536 b,Kepler-536,b,1,1,0,Transit,2016,Space,Kepler,1.8270823,3.1,9.8,1.81,892.81,1877.0,,5524.0,0.89,0.92,-0.214,4.51,4.79,2.2739599999999998,11.50533,83.2331,462.32199999999995,0.0,0.0,Hot,Neptunian
Kepler-537 b,Kepler-537,b,1,1,0,Transit,2016,Space,Kepler,3.24755522,1.41,2.57,5.04,442.52,1181.0,,5763.0,0.99,1.07,-0.039,4.47,1.45,1.46831,16.72009,82.5205,439.4,0.0,0.0,Hot,Terran
Kepler-538 b,Kepler-538,b,2,1,0,Transit,2016,Space,Kepler,81.73778,2.215,10.6,5.4,2.99,380.0,,5547.0,0.87,0.89,-0.179,4.51,5.3,1.902,11.64076,83.14197,155.95600000000002,0.0,0.0,Hot,Superterran
